1 0
9.983787e-01 5.553748e-04
9.935251e-01 2.197807e-03
9.854709e-01 4.856151e-03
9.742682e-01 8.412203e-03
9.599897e-01 1.270315e-02
9.427280e-01 1.752802e-02
9.225950e-01 2.265940e-02
8.997214e-01 2.786080e-02
8.742554e-01 3.290784e-02
8.463622e-01 3.761019e-02
8.162227e-01 4.183026e-02
7.840324e-01 4.549438e-02
7.500000e-01 4.859376e-02
7.143463e-01 5.117435e-02
6.773024e-01 5.331741e-02
6.391087e-01 5.511493e-02
6.000128e-01 5.664519e-02
5.602683e-01 5.795422e-02
5.201330e-01 5.904735e-02
4.798670e-01 5.989259e-02
4.397317e-01 6.043455e-02
3.999872e-01 6.061485e-02
3.608913e-01 6.039295e-02
3.226976e-01 5.976135e-02
2.856537e-01 5.875014e-02
2.500000e-01 5.741883e-02
2.159676e-01 5.583698e-02
1.837773e-01 5.405810e-02
1.536378e-01 5.209402e-02
1.257446e-01 4.989701e-02
1.002786e-01 4.735581e-02
7.740496e-02 4.430859e-02
5.727199e-02 4.057164e-02
4.001028e-02 3.597871e-02
2.573178e-02 3.042290e-02
1.452909e-02 2.389158e-02
6.474869e-03 1.648603e-02
1.621346e-03 8.420562e-03
0 0
1.621346e-03 -8.143053e-03
6.474869e-03 -1.608498e-02
1.452909e-02 -2.362640e-02
2.573178e-02 -3.057592e-02
4.001028e-02 -3.676323e-02
5.727199e-02 -4.205856e-02
7.740496e-02 -4.639437e-02
1.002786e-01 -4.978263e-02
1.257446e-01 -5.232065e-02
1.536378e-01 -5.417999e-02
1.837773e-01 -5.557687e-02
2.159676e-01 -5.672725e-02
2.500000e-01 -5.779490e-02
2.856537e-01 -5.884369e-02
3.226976e-01 -5.980615e-02
3.608913e-01 -6.047809e-02
3.999872e-01 -6.054379e-02
4.397317e-01 -5.962970e-02
4.798670e-01 -5.737787e-02
5.201330e-01 -5.352513e-02
5.602683e-01 -4.797181e-02
6.000128e-01 -4.082511e-02
6.391087e-01 -3.240715e-02
6.773024e-01 -2.322461e-02
7.143463e-01 -1.390491e-02
7.500000e-01 -5.110637e-03
7.840324e-01 2.551801e-03
8.162227e-01 8.612649e-03
8.463622e-01 1.279459e-02
8.742554e-01 1.503565e-02
8.997214e-01 1.547823e-02
9.225950e-01 1.442969e-02
9.427280e-01 1.230516e-02
9.599897e-01 9.564897e-03
9.742682e-01 6.657733e-03
9.854709e-01 3.978369e-03
9.935251e-01 1.841551e-03
9.983787e-01 4.712919e-04
1 0
