1 0
9.983787e-01 3.700497e-04
9.935251e-01 1.464465e-03
9.854709e-01 3.235983e-03
9.742682e-01 5.606026e-03
9.599897e-01 8.466274e-03
9.427280e-01 1.168288e-02
9.225950e-01 1.510430e-02
8.997214e-01 1.857277e-02
8.742554e-01 2.193850e-02
8.463622e-01 2.507437e-02
8.162227e-01 2.788840e-02
7.840324e-01 3.033134e-02
7.500000e-01 3.239728e-02
7.143463e-01 3.411696e-02
6.773024e-01 3.554477e-02
6.391087e-01 3.674230e-02
6.000128e-01 3.776198e-02
5.602683e-01 3.863467e-02
5.201330e-01 3.936397e-02
4.798670e-01 3.992844e-02
4.397317e-01 4.029093e-02
3.999872e-01 4.041222e-02
3.608913e-01 4.026502e-02
3.226976e-01 3.984413e-02
2.856537e-01 3.916955e-02
2.500000e-01 3.828105e-02
2.159676e-01 3.722523e-02
1.837773e-01 3.603806e-02
1.536378e-01 3.472770e-02
1.257446e-01 3.326256e-02
1.002786e-01 3.156855e-02
7.740496e-02 2.953771e-02
5.727199e-02 2.704736e-02
4.001028e-02 2.398641e-02
2.573178e-02 2.028331e-02
1.452909e-02 1.592943e-02
6.474869e-03 1.099221e-02
1.621346e-03 5.614601e-03
0 0
1.621346e-03 -5.428700e-03
6.474869e-03 -1.072330e-02
1.452909e-02 -1.575088e-02
2.573178e-02 -2.038382e-02
4.001028e-02 -2.450857e-02
5.727199e-02 -2.803861e-02
7.740496e-02 -3.092894e-02
1.002786e-01 -3.318753e-02
1.257446e-01 -3.487930e-02
1.536378e-01 -3.611868e-02
1.837773e-01 -3.704984e-02
2.159676e-01 -3.781680e-02
2.500000e-01 -3.852876e-02
2.856537e-01 -3.922829e-02
3.226976e-01 -3.987038e-02
3.608913e-01 -4.031886e-02
3.999872e-01 -4.036314e-02
4.397317e-01 -3.975413e-02
4.798670e-01 -3.825312e-02
5.201330e-01 -3.568463e-02
5.602683e-01 -3.198222e-02
6.000128e-01 -2.721741e-02
6.391087e-01 -2.160503e-02
6.773024e-01 -1.548295e-02
7.143463e-01 -9.269554e-03
7.500000e-01 -3.406631e-03
7.840324e-01 1.701518e-03
8.162227e-01 5.741748e-03
8.463622e-01 8.529241e-03
8.742554e-01 1.002279e-02
8.997214e-01 1.031741e-02
9.225950e-01 9.618118e-03
9.427280e-01 8.201708e-03
9.599897e-01 6.375031e-03
9.742682e-01 4.437258e-03
9.854709e-01 2.651440e-03
9.935251e-01 1.227303e-03
9.983787e-01 3.140887e-04
1 0
