/dataSchema/wing/inner/chord;/dataSchema/wing/inner/foil/b_1;/dataSchema/wing/inner/foil/b_10;/dataSchema/wing/inner/foil/b_11;/dataSchema/wing/inner/foil/b_12;/dataSchema/wing/inner/foil/b_2;/dataSchema/wing/inner/foil/b_3;/dataSchema/wing/inner/foil/b_4;/dataSchema/wing/inner/foil/b_5;/dataSchema/wing/inner/foil/b_6;/dataSchema/wing/inner/foil/b_7;/dataSchema/wing/inner/foil/b_8;/dataSchema/wing/inner/foil/b_9;/dataSchema/wing/inner/sweep;/dataSchema/wing/outer/chord;/dataSchema/wing/outer/foil/b_1;/dataSchema/wing/outer/foil/b_10;/dataSchema/wing/outer/foil/b_11;/dataSchema/wing/outer/foil/b_12;/dataSchema/wing/outer/foil/b_2;/dataSchema/wing/outer/foil/b_3;/dataSchema/wing/outer/foil/b_4;/dataSchema/wing/outer/foil/b_5;/dataSchema/wing/outer/foil/b_6;/dataSchema/wing/outer/foil/b_7;/dataSchema/wing/outer/foil/b_8;/dataSchema/wing/outer/foil/b_9;/dataSchema/wing/outer/span;/dataSchema/wing/outer/sweep
0.5082242540421109;-0.2784012749697894;-0.12022070660594833;-0.5950425749134592;0.8625692408249591;-0.8749806684267482;0.8238209165951669;0.4797580785963808;-0.7182695462087769;-0.4777545125769949;0.1244113438425084;0.11175495756033652;0.4115776723208951;-0.9551343134419902;0.40766045535324547;-0.8097343839268084;0.17838834141984897;-0.6657156438185468;-0.5004694215622191;-0.1391459951554545;0.4431668308245747;-0.260404206397684;0.0235151200076554;-0.48760288822586;0.8343491005018691;-0.7478231364177463;-0.9066307161823494;0.8842037040251923;0.6588927909215778
-0.18768619398147005;-0.3917552514331384;-0.8163569169825956;0.0406094054289122;-0.26040943151279844;-0.1725039138574177;-0.40460244684728996;-0.1016306823370747;-0.41922926930540894;0.8005959118996712;-0.8635742434379204;0.19000912187658883;-0.6667576815283303;0.35697490634029744;-0.8060214151920678;0.609574910331322;-0.28584032368695644;0.08552071285412846;-0.6045786527965373;0.5810806133420757;0.38792352159703963;0.8019668647325042;-0.7782184574739928;-0.8088687218964827;0.2574630963611975;0.23841710718438747;0.06843204249598991;-0.9396515433799841;0.2526537246345254
-0.5992877059345181;0.44113009244975254;0.9438420409205092;-0.788089176039322;-0.26935451672421395;-0.5647162889224033;0.48414472603457864;-0.2951792908122652;-0.9244289236733664;-0.3117363854683094;-0.05369720219795605;-0.7190013198225996;0.8227594021347641;0.03933673399231588;-0.7145495931217206;0.49646337765916015;0.5700431299022819;-0.4860761311225663;-0.0716858852705902;0.10484056187646554;0.29351542913132417;-0.4182724563517347;-0.5219795721737515;-0.7015663311044553;-0.718886449499775;-0.6609213972090444;0.23478875344479389;0.12351311775628498;-0.20124551914319716
-0.05593044510855317;0.89879082368404;0.6028119122634483;-0.99802445257351;0.2545853073484137;-0.4244632875579619;0.626247383699598;-0.7143537204348406;-0.2299008027019428;-0.45765173098616935;0.19466035396270287;0.5760797464441958;-0.40870217466596437;0.6625194372645301;-0.5175103198281421;0.7965452388555256;-0.3991616569878059;-0.533918141130971;0.5579479428064691;0.459953184075703;-0.6210529980573649;0.327187279070757;0.36177105559009;0.32188860391035234;-0.26301354574839003;0.7511253743263913;0.4206032573996016;-0.6067200304590602;-0.09767486275014198
0.6785369897758117;-0.7933499812449523;-0.7747584749759595;0.3138769218627029;-0.9190126710149754;-0.12259766726671925;0.1977233283821966;0.33746347970363294;-0.8346483317236629;-0.11541415126866122;0.9941258669264754;-0.2786627753086559;-0.8195647898848886;-0.049433085457299686;-0.13699338245081233;-0.26117192538388173;-0.5067780823805392;0.22034773516172698;0.32658175865935607;-0.9097575799308089;-0.007652578151062919;0.5190106290168206;0.7483917842699946;0.6370000893992336;-0.4883759957341627;0.8542143632256662;0.8376858616631412;0.49749006010264346;0.9069509931662226
0.43602647098558633;-0.6255236073425713;-0.6808927169478796;-0.18148144835282307;0.3889181401909506;0.016416656243699944;-0.11217577174019905;-0.8605255982564699;0.8514249559296455;-0.1415390152880231;-0.6670155068622562;0.38478358068028545;0.7854998214358911;-0.3719787014579038;0.6730209213797196;-0.48356477301489176;0.4661709772071253;-0.9895975407093359;0.7268145359266607;0.15538869345906;-0.19651179700329163;0.6710740008930994;0.47587511673741073;0.9232463153975052;0.3032711184796195;-0.5915893946804647;-0.3513427886891451;0.4310615975304728;-0.30000711834818944
-0.6684110660054201;0.46854135819674436;0.8475168111844062;-0.3922807704815916;0.6837144194309047;0.5901281210840603;-0.16724416950734614;0.4284309686284803;-0.11232230074197451;0.9087710126524667;-0.45066022761675006;-0.217921969454516;0.5044763410243461;-0.4079188712025503;0.9939698394165258;-0.5654406799741073;0.6742112070894588;-0.17430552905809354;0.1910782537249153;0.0073912215344167954;0.23606326193800575;0.16742843924444728;0.9374144425418214;-0.1310265343618331;0.45582246019201117;-0.33267625432421444;-0.5291500321329695;-0.02492625661316797;0.5276353884455128
-0.8503048964279136;-0.9605707262696908;-0.4593150925660501;-0.4205849378333138;0.9093713654062802;-0.39672440984373675;-0.6020126571987151;-0.4526476975367943;0.7961160658552889;-0.8124275807979968;-0.8768512035473444;0.6705821325896777;-0.2979611141420537;0.7011501680925408;0.475133466920879;0.21162292485276005;0.06286403751313384;-0.2774542005073212;-0.31725616201691925;-0.04643472023820423;0.996119958445421;-0.27294029378203977;-0.23320525315139956;-0.17638670215491029;-0.4343689030414996;-0.8682186428163479;-0.8280771168264521;0.584594575765565;0.5389784392452174
-0.9070319395803852;0.1382017346809229;-0.48252446201738125;0.8232673815939597;-0.8189005144845799;0.9259883912011292;0.3117978362525991;-0.8773425402736054;0.1908317299934451;-0.983105212831215;0.002454936333242815;-0.8903561066472998;-0.5448594607165532;-0.6370296702905633;-0.9269571718684406;-0.3019721214366274;-0.5936077239384053;0.7842234698023678;-0.04047844911076319;0.9599454250839188;-0.8147795342420394;-0.9914470743734143;-0.35588222310267875;0.1299912943667201;0.9111210959483974;0.13173100790151948;0.7609461518271683;-0.4539383068184188;-0.01856667115310287
-0.4521598583394877;0.5382698618182229;0.7353379223919267;0.4818757001506312;-0.07988114122482745;-0.06482249129101302;-0.3487457074182283;0.5333508693784035;0.6454454472231208;-0.6460504219552875;-0.5906720989021509;-0.11090992776171267;-0.791393702609798;0.5690234002580976;-0.7860327831147046;-0.7579573614021966;0.07038478542707738;-0.7009929880148649;0.21976694506837077;-0.1192360453004085;-0.47644303896446294;-0.576582957409644;0.8819047577402748;0.41305437723019994;-0.6373106788623565;0.03821866459568793;-0.02965989755984652;-0.5549330924868696;-0.5322613439833414
